Image_Index,Target,x,y,w,h
7f9a96e7377ba04fc585b805f93d5996.jpg,Aortic enlargement,559.0,433.0,153.0,137.0
7f9a96e7377ba04fc585b805f93d5996.jpg,Cardiomegaly,388.0,662.0,488.0,88.0
7f9a96e7377ba04fc585b805f93d5996.jpg,Pleural thickening,687.0,321.0,118.0,64.0
7f9a96e7377ba04fc585b805f93d5996.jpg,Aortic enlargement,566.0,427.0,146.0,181.0
2da795e38db0e7086e2479f7aaf1e631.jpg,Pulmonary fibrosis,375.0,193.0,112.0,165.0
2da795e38db0e7086e2479f7aaf1e631.jpg,Pleural thickening,237.0,745.0,59.0,84.0
2da795e38db0e7086e2479f7aaf1e631.jpg,Pulmonary fibrosis,351.0,167.0,163.0,250.0
2da795e38db0e7086e2479f7aaf1e631.jpg,Infiltration,351.0,167.0,163.0,250.0
2da795e38db0e7086e2479f7aaf1e631.jpg,Infiltration,366.0,211.0,115.0,176.0
b821bbaa6723f749a915b00b94a69977.jpg,Pleural thickening,628.0,170.0,79.0,27.0
b821bbaa6723f749a915b00b94a69977.jpg,Other lesion,759.0,723.0,123.0,119.0
b821bbaa6723f749a915b00b94a69977.jpg,Calcification,759.0,723.0,123.0,119.0
b821bbaa6723f749a915b00b94a69977.jpg,Other lesion,759.0,726.0,131.0,124.0
b821bbaa6723f749a915b00b94a69977.jpg,Other lesion,761.0,723.0,118.0,128.0
5b21cf5288e23f7abc39fc7fecae09cd.jpg,Cardiomegaly,480.0,606.0,360.0,199.0
5b21cf5288e23f7abc39fc7fecae09cd.jpg,Cardiomegaly,478.0,587.0,364.0,215.0
5b21cf5288e23f7abc39fc7fecae09cd.jpg,Aortic enlargement,623.0,283.0,97.0,148.0
5b21cf5288e23f7abc39fc7fecae09cd.jpg,Cardiomegaly,484.0,563.0,356.0,248.0
5b21cf5288e23f7abc39fc7fecae09cd.jpg,Aortic enlargement,624.0,277.0,94.0,110.0
5b21cf5288e23f7abc39fc7fecae09cd.jpg,ILD,352.0,274.0,135.0,320.0
5b21cf5288e23f7abc39fc7fecae09cd.jpg,Aortic enlargement,613.0,285.0,112.0,152.0
9a321e5a866cee9e943cf5f3684de512.jpg,Pulmonary fibrosis,391.0,459.0,45.0,64.0
9a321e5a866cee9e943cf5f3684de512.jpg,Aortic enlargement,554.0,227.0,93.0,99.0
9a321e5a866cee9e943cf5f3684de512.jpg,Pleural thickening,368.0,153.0,124.0,43.0
9a321e5a866cee9e943cf5f3684de512.jpg,Pulmonary fibrosis,415.0,356.0,41.0,39.0
9a321e5a866cee9e943cf5f3684de512.jpg,Cardiomegaly,431.0,492.0,338.0,133.0
9a321e5a866cee9e943cf5f3684de512.jpg,Cardiomegaly,422.0,512.0,358.0,118.0
9a321e5a866cee9e943cf5f3684de512.jpg,Lung Opacity,379.0,383.0,56.0,98.0
9a321e5a866cee9e943cf5f3684de512.jpg,Aortic enlargement,566.0,231.0,84.0,82.0
9a321e5a866cee9e943cf5f3684de512.jpg,Calcification,580.0,265.0,56.0,37.0
9a321e5a866cee9e943cf5f3684de512.jpg,Cardiomegaly,420.0,502.0,359.0,127.0
9a321e5a866cee9e943cf5f3684de512.jpg,Aortic enlargement,557.0,235.0,90.0,142.0
7216517a6e4daf3bd95b7b065dac16dd.jpg,Cardiomegaly,373.0,671.0,485.0,162.0
7216517a6e4daf3bd95b7b065dac16dd.jpg,Pulmonary fibrosis,668.0,183.0,75.0,125.0
7216517a6e4daf3bd95b7b065dac16dd.jpg,Pleural thickening,384.0,169.0,67.0,24.0
7216517a6e4daf3bd95b7b065dac16dd.jpg,Nodule/Mass,816.0,295.0,16.0,14.0
7216517a6e4daf3bd95b7b065dac16dd.jpg,Aortic enlargement,519.0,266.0,189.0,179.0
7216517a6e4daf3bd95b7b065dac16dd.jpg,Cardiomegaly,372.0,659.0,486.0,166.0
7216517a6e4daf3bd95b7b065dac16dd.jpg,Nodule/Mass,930.0,913.0,13.0,14.0
7216517a6e4daf3bd95b7b065dac16dd.jpg,Pleural thickening,579.0,156.0,111.0,110.0
7216517a6e4daf3bd95b7b065dac16dd.jpg,Aortic enlargement,556.0,266.0,148.0,155.0
7216517a6e4daf3bd95b7b065dac16dd.jpg,Aortic enlargement,568.0,269.0,136.0,154.0
17d5b60d0b5decddb51eba55dc4a514b.jpg,Nodule/Mass,275.0,300.0,97.0,84.0
17d5b60d0b5decddb51eba55dc4a514b.jpg,Consolidation,277.0,304.0,128.0,79.0
17d5b60d0b5decddb51eba55dc4a514b.jpg,Infiltration,276.0,311.0,93.0,62.0
c14b94a6ebfb3a4b828bd71537f682c7.jpg,Aortic enlargement,498.0,167.0,175.0,229.0
c14b94a6ebfb3a4b828bd71537f682c7.jpg,Cardiomegaly,280.0,485.0,585.0,274.0
c14b94a6ebfb3a4b828bd71537f682c7.jpg,Cardiomegaly,283.0,394.0,580.0,451.0
c14b94a6ebfb3a4b828bd71537f682c7.jpg,Calcification,563.0,180.0,98.0,134.0
2229148faa205e881cf0d932755c9e40.jpg,Pulmonary fibrosis,232.0,143.0,159.0,123.0
2229148faa205e881cf0d932755c9e40.jpg,Pleural thickening,136.0,142.0,318.0,197.0
2229148faa205e881cf0d932755c9e40.jpg,Pleural thickening,120.0,196.0,113.0,146.0
2229148faa205e881cf0d932755c9e40.jpg,Pleural thickening,578.0,132.0,260.0,97.0
2229148faa205e881cf0d932755c9e40.jpg,Lung Opacity,232.0,143.0,159.0,123.0
2229148faa205e881cf0d932755c9e40.jpg,Cardiomegaly,327.0,593.0,448.0,138.0
2229148faa205e881cf0d932755c9e40.jpg,Pulmonary fibrosis,740.0,241.0,100.0,83.0
2229148faa205e881cf0d932755c9e40.jpg,Pulmonary fibrosis,276.0,203.0,124.0,102.0
2229148faa205e881cf0d932755c9e40.jpg,Pulmonary fibrosis,154.0,299.0,146.0,107.0
2229148faa205e881cf0d932755c9e40.jpg,Pleural thickening,657.0,140.0,150.0,75.0
2229148faa205e881cf0d932755c9e40.jpg,Pleural thickening,132.0,135.0,291.0,191.0
2229148faa205e881cf0d932755c9e40.jpg,Pleural thickening,569.0,142.0,285.0,151.0
b1e63a68c95bda1c50667decd3989ca0.jpg,Aortic enlargement,518.0,330.0,124.0,103.0
b1e63a68c95bda1c50667decd3989ca0.jpg,Nodule/Mass,767.0,551.0,39.0,32.0
b1e63a68c95bda1c50667decd3989ca0.jpg,Calcification,766.0,551.0,41.0,32.0
b1e63a68c95bda1c50667decd3989ca0.jpg,Nodule/Mass,639.0,504.0,30.0,25.0
b1e63a68c95bda1c50667decd3989ca0.jpg,Calcification,640.0,503.0,33.0,27.0
b1e63a68c95bda1c50667decd3989ca0.jpg,Nodule/Mass,770.0,552.0,34.0,29.0
b1e63a68c95bda1c50667decd3989ca0.jpg,Calcification,767.0,551.0,39.0,32.0
02cd1d17763c869ff3d4af5e28539456.jpg,Pleural thickening,97.0,522.0,47.0,117.0
02cd1d17763c869ff3d4af5e28539456.jpg,Aortic enlargement,498.0,271.0,120.0,121.0
02cd1d17763c869ff3d4af5e28539456.jpg,Aortic enlargement,474.0,265.0,146.0,134.0
02cd1d17763c869ff3d4af5e28539456.jpg,Pleural effusion,760.0,539.0,49.0,111.0
02cd1d17763c869ff3d4af5e28539456.jpg,Pleural thickening,243.0,127.0,94.0,48.0
02cd1d17763c869ff3d4af5e28539456.jpg,Cardiomegaly,326.0,460.0,406.0,118.0
02cd1d17763c869ff3d4af5e28539456.jpg,Cardiomegaly,329.0,483.0,400.0,104.0
02cd1d17763c869ff3d4af5e28539456.jpg,Aortic enlargement,488.0,276.0,119.0,78.0
02cd1d17763c869ff3d4af5e28539456.jpg,Pleural effusion,97.0,522.0,47.0,117.0
02cd1d17763c869ff3d4af5e28539456.jpg,Pleural thickening,244.0,132.0,63.0,38.0
02cd1d17763c869ff3d4af5e28539456.jpg,Cardiomegaly,336.0,482.0,397.0,97.0
02cd1d17763c869ff3d4af5e28539456.jpg,Pleural thickening,760.0,539.0,49.0,111.0
f9d48a25ddad7cb044c500cb7266455a.jpg,Pleural effusion,715.0,444.0,148.0,104.0
f9d48a25ddad7cb044c500cb7266455a.jpg,Other lesion,30.0,527.0,224.0,64.0
f9d48a25ddad7cb044c500cb7266455a.jpg,Other lesion,21.0,520.0,266.0,74.0
f9d48a25ddad7cb044c500cb7266455a.jpg,Pleural effusion,688.0,420.0,185.0,229.0
f9d48a25ddad7cb044c500cb7266455a.jpg,Pleural effusion,695.0,433.0,174.0,88.0
f9d48a25ddad7cb044c500cb7266455a.jpg,Other lesion,6.0,522.0,266.0,105.0
b8d0602c3d243b1f833bc0e5885a0b0c.jpg,Pleural thickening,200.0,99.0,217.0,60.0
b8d0602c3d243b1f833bc0e5885a0b0c.jpg,Calcification,79.0,634.0,20.0,19.0
b8d0602c3d243b1f833bc0e5885a0b0c.jpg,Lung Opacity,200.0,99.0,217.0,60.0
b8d0602c3d243b1f833bc0e5885a0b0c.jpg,Pleural thickening,104.0,692.0,241.0,52.0
b8d0602c3d243b1f833bc0e5885a0b0c.jpg,Lung Opacity,555.0,99.0,165.0,48.0
b8d0602c3d243b1f833bc0e5885a0b0c.jpg,Pleural thickening,24.0,802.0,55.0,63.0
b8d0602c3d243b1f833bc0e5885a0b0c.jpg,Aortic enlargement,477.0,227.0,136.0,102.0
b8d0602c3d243b1f833bc0e5885a0b0c.jpg,Nodule/Mass,53.0,767.0,16.0,14.0
b8d0602c3d243b1f833bc0e5885a0b0c.jpg,Nodule/Mass,77.0,637.0,21.0,17.0
b8d0602c3d243b1f833bc0e5885a0b0c.jpg,Pleural thickening,40.0,808.0,48.0,75.0
b8d0602c3d243b1f833bc0e5885a0b0c.jpg,Pleural thickening,43.0,809.0,48.0,58.0
b8d0602c3d243b1f833bc0e5885a0b0c.jpg,Pleural effusion,43.0,809.0,48.0,58.0
b8d0602c3d243b1f833bc0e5885a0b0c.jpg,Pleural thickening,109.0,696.0,104.0,91.0
b8d0602c3d243b1f833bc0e5885a0b0c.jpg,Nodule/Mass,76.0,634.0,23.0,19.0
b8d0602c3d243b1f833bc0e5885a0b0c.jpg,Pleural effusion,24.0,802.0,55.0,63.0
b8d0602c3d243b1f833bc0e5885a0b0c.jpg,Aortic enlargement,503.0,231.0,112.0,95.0
b8d0602c3d243b1f833bc0e5885a0b0c.jpg,Lung Opacity,64.0,654.0,159.0,90.0
b8d0602c3d243b1f833bc0e5885a0b0c.jpg,Nodule/Mass,48.0,763.0,20.0,18.0
b8d0602c3d243b1f833bc0e5885a0b0c.jpg,Pleural thickening,555.0,99.0,165.0,48.0
a87dc1505bcdb64c00c84b096799bdab.jpg,Calcification,568.0,254.0,9.0,21.0
a87dc1505bcdb64c00c84b096799bdab.jpg,Aortic enlargement,519.0,188.0,69.0,91.0
a87dc1505bcdb64c00c84b096799bdab.jpg,Pleural thickening,409.0,66.0,58.0,39.0
a87dc1505bcdb64c00c84b096799bdab.jpg,Cardiomegaly,379.0,465.0,345.0,116.0
a87dc1505bcdb64c00c84b096799bdab.jpg,Cardiomegaly,379.0,453.0,337.0,119.0
3cd8187f824b95bd1d21945cbce7a15a.jpg,Pulmonary fibrosis,732.0,406.0,130.0,49.0
3cd8187f824b95bd1d21945cbce7a15a.jpg,Other lesion,724.0,406.0,138.0,55.0
3cd8187f824b95bd1d21945cbce7a15a.jpg,Pulmonary fibrosis,724.0,406.0,138.0,55.0
3cd8187f824b95bd1d21945cbce7a15a.jpg,Pulmonary fibrosis,722.0,398.0,146.0,67.0
3cd8187f824b95bd1d21945cbce7a15a.jpg,Pleural thickening,317.0,100.0,69.0,15.0
3cd8187f824b95bd1d21945cbce7a15a.jpg,Aortic enlargement,508.0,209.0,136.0,120.0
3cd8187f824b95bd1d21945cbce7a15a.jpg,Aortic enlargement,524.0,207.0,120.0,120.0
7882c56e6d4e2ec8b97556d8cfce4cf0.jpg,Cardiomegaly,409.0,464.0,433.0,107.0
7882c56e6d4e2ec8b97556d8cfce4cf0.jpg,Aortic enlargement,524.0,247.0,110.0,86.0
7882c56e6d4e2ec8b97556d8cfce4cf0.jpg,Cardiomegaly,410.0,455.0,435.0,135.0
7882c56e6d4e2ec8b97556d8cfce4cf0.jpg,Cardiomegaly,413.0,440.0,427.0,167.0
f09f740821c6160878d713149db4adf6.jpg,Pulmonary fibrosis,608.0,345.0,262.0,417.0
f09f740821c6160878d713149db4adf6.jpg,Infiltration,641.0,485.0,210.0,257.0
f09f740821c6160878d713149db4adf6.jpg,Infiltration,608.0,345.0,262.0,417.0
f09f740821c6160878d713149db4adf6.jpg,Nodule/Mass,691.0,568.0,161.0,178.0
f09f740821c6160878d713149db4adf6.jpg,Lung Opacity,691.0,568.0,161.0,178.0
f09f740821c6160878d713149db4adf6.jpg,Pleural thickening,581.0,190.0,100.0,12.0
f09f740821c6160878d713149db4adf6.jpg,Pleural thickening,297.0,196.0,106.0,48.0
151aade5871241a6deb39da83b9d2c47.jpg,Aortic enlargement,541.0,268.0,104.0,107.0
151aade5871241a6deb39da83b9d2c47.jpg,Pulmonary fibrosis,245.0,234.0,40.0,60.0
151aade5871241a6deb39da83b9d2c47.jpg,Cardiomegaly,372.0,524.0,457.0,103.0
151aade5871241a6deb39da83b9d2c47.jpg,Cardiomegaly,380.0,514.0,449.0,119.0
151aade5871241a6deb39da83b9d2c47.jpg,Cardiomegaly,368.0,499.0,464.0,144.0
151aade5871241a6deb39da83b9d2c47.jpg,Aortic enlargement,529.0,270.0,117.0,97.0
5ba3c5d4c87aeca558d9f2d452854085.jpg,Cardiomegaly,342.0,628.0,477.0,116.0
5ba3c5d4c87aeca558d9f2d452854085.jpg,Cardiomegaly,339.0,602.0,468.0,217.0
5ba3c5d4c87aeca558d9f2d452854085.jpg,Aortic enlargement,497.0,284.0,145.0,117.0
5ba3c5d4c87aeca558d9f2d452854085.jpg,Lung Opacity,292.0,481.0,171.0,150.0
5ba3c5d4c87aeca558d9f2d452854085.jpg,Aortic enlargement,460.0,268.0,168.0,137.0
5ba3c5d4c87aeca558d9f2d452854085.jpg,Nodule/Mass,292.0,481.0,171.0,150.0
5ba3c5d4c87aeca558d9f2d452854085.jpg,Other lesion,292.0,422.0,148.0,188.0
5ba3c5d4c87aeca558d9f2d452854085.jpg,Pleural thickening,274.0,123.0,159.0,41.0
5ba3c5d4c87aeca558d9f2d452854085.jpg,Aortic enlargement,287.0,272.0,354.0,321.0
5ba3c5d4c87aeca558d9f2d452854085.jpg,Pleural thickening,254.0,113.0,205.0,53.0
5ba3c5d4c87aeca558d9f2d452854085.jpg,Pleural thickening,256.0,121.0,123.0,65.0
5ba3c5d4c87aeca558d9f2d452854085.jpg,Cardiomegaly,348.0,604.0,460.0,130.0
9a5094b2563a1ef3ff50dc5c7ff71345.jpg,Cardiomegaly,340.0,603.0,474.0,200.0
9a5094b2563a1ef3ff50dc5c7ff71345.jpg,Pleural effusion,881.0,758.0,42.0,115.0
9a5094b2563a1ef3ff50dc5c7ff71345.jpg,Pleural thickening,881.0,758.0,42.0,115.0
9a5094b2563a1ef3ff50dc5c7ff71345.jpg,Cardiomegaly,341.0,603.0,475.0,186.0
9a5094b2563a1ef3ff50dc5c7ff71345.jpg,Cardiomegaly,339.0,576.0,481.0,197.0
9a5094b2563a1ef3ff50dc5c7ff71345.jpg,Aortic enlargement,518.0,313.0,122.0,110.0
66396f621903b00a1b7e1f54c8e5e8b3.jpg,Other lesion,49.0,259.0,665.0,599.0
66396f621903b00a1b7e1f54c8e5e8b3.jpg,Other lesion,76.0,273.0,581.0,607.0
66396f621903b00a1b7e1f54c8e5e8b3.jpg,ILD,652.0,254.0,333.0,650.0
66396f621903b00a1b7e1f54c8e5e8b3.jpg,Other lesion,113.0,280.0,556.0,560.0
66396f621903b00a1b7e1f54c8e5e8b3.jpg,Other lesion,436.0,196.0,79.0,64.0
fd277568d5778bed67a80aabd4c2e297.jpg,Cardiomegaly,425.0,580.0,409.0,142.0
fd277568d5778bed67a80aabd4c2e297.jpg,Pleural thickening,323.0,188.0,112.0,29.0
fd277568d5778bed67a80aabd4c2e297.jpg,Cardiomegaly,399.0,598.0,430.0,122.0
fd277568d5778bed67a80aabd4c2e297.jpg,Pleural thickening,612.0,194.0,109.0,26.0
fd277568d5778bed67a80aabd4c2e297.jpg,Aortic enlargement,546.0,290.0,105.0,106.0
fd277568d5778bed67a80aabd4c2e297.jpg,Aortic enlargement,536.0,283.0,118.0,154.0
fd277568d5778bed67a80aabd4c2e297.jpg,Aortic enlargement,527.0,288.0,129.0,137.0
742d73529266f013bbbcdf0f2bf9d218.jpg,Aortic enlargement,571.0,231.0,95.0,82.0
742d73529266f013bbbcdf0f2bf9d218.jpg,Aortic enlargement,560.0,226.0,103.0,108.0
742d73529266f013bbbcdf0f2bf9d218.jpg,Cardiomegaly,420.0,478.0,400.0,121.0
742d73529266f013bbbcdf0f2bf9d218.jpg,Aortic enlargement,554.0,219.0,111.0,133.0
742d73529266f013bbbcdf0f2bf9d218.jpg,Cardiomegaly,423.0,501.0,395.0,106.0
afb41a2217d37b54f0427fc1c69336be.jpg,Lung Opacity,223.0,376.0,166.0,174.0
afb41a2217d37b54f0427fc1c69336be.jpg,Pulmonary fibrosis,260.0,271.0,24.0,22.0
afb41a2217d37b54f0427fc1c69336be.jpg,Infiltration,215.0,427.0,157.0,125.0
afb41a2217d37b54f0427fc1c69336be.jpg,Pleural thickening,301.0,115.0,100.0,52.0
afb41a2217d37b54f0427fc1c69336be.jpg,Infiltration,223.0,376.0,166.0,174.0
afb41a2217d37b54f0427fc1c69336be.jpg,Consolidation,234.0,408.0,161.0,130.0
1ee72c7f5de164530f9efa3c2d04bffc.jpg,Pulmonary fibrosis,621.0,107.0,212.0,193.0
1ee72c7f5de164530f9efa3c2d04bffc.jpg,Pulmonary fibrosis,630.0,148.0,198.0,167.0
1ee72c7f5de164530f9efa3c2d04bffc.jpg,Pulmonary fibrosis,702.0,189.0,86.0,82.0
1ee72c7f5de164530f9efa3c2d04bffc.jpg,Pulmonary fibrosis,245.0,115.0,61.0,75.0
1ee72c7f5de164530f9efa3c2d04bffc.jpg,Pulmonary fibrosis,222.0,102.0,150.0,109.0
1ee72c7f5de164530f9efa3c2d04bffc.jpg,Pleural thickening,544.0,91.0,104.0,51.0
1ee72c7f5de164530f9efa3c2d04bffc.jpg,Pulmonary fibrosis,231.0,102.0,99.0,142.0
ba46dcb445340df33566b52d7192ab6e.jpg,Other lesion,392.0,194.0,102.0,357.0
ba46dcb445340df33566b52d7192ab6e.jpg,Aortic enlargement,548.0,299.0,142.0,115.0
ba46dcb445340df33566b52d7192ab6e.jpg,Pleural thickening,918.0,796.0,44.0,49.0
ba46dcb445340df33566b52d7192ab6e.jpg,Other lesion,388.0,385.0,72.0,133.0
ba46dcb445340df33566b52d7192ab6e.jpg,Other lesion,272.0,171.0,113.0,135.0
ba46dcb445340df33566b52d7192ab6e.jpg,Lung Opacity,392.0,194.0,102.0,357.0
ba46dcb445340df33566b52d7192ab6e.jpg,Pulmonary fibrosis,270.0,185.0,168.0,200.0
ba46dcb445340df33566b52d7192ab6e.jpg,Pulmonary fibrosis,180.0,625.0,128.0,20.0
ba46dcb445340df33566b52d7192ab6e.jpg,Pulmonary fibrosis,272.0,171.0,113.0,135.0
ba46dcb445340df33566b52d7192ab6e.jpg,Aortic enlargement,553.0,301.0,131.0,120.0
ba46dcb445340df33566b52d7192ab6e.jpg,Pulmonary fibrosis,308.0,192.0,85.0,196.0
ba46dcb445340df33566b52d7192ab6e.jpg,Pleural effusion,918.0,796.0,44.0,49.0
ba46dcb445340df33566b52d7192ab6e.jpg,Aortic enlargement,572.0,293.0,115.0,111.0
835b1552b7be3350d697503504211aa4.jpg,Lung Opacity,285.0,241.0,176.0,221.0
835b1552b7be3350d697503504211aa4.jpg,Pleural effusion,180.0,138.0,357.0,558.0
835b1552b7be3350d697503504211aa4.jpg,Pulmonary fibrosis,769.0,353.0,80.0,28.0
835b1552b7be3350d697503504211aa4.jpg,Pleural effusion,772.0,345.0,159.0,53.0
835b1552b7be3350d697503504211aa4.jpg,Lung Opacity,772.0,345.0,159.0,53.0
835b1552b7be3350d697503504211aa4.jpg,Consolidation,774.0,341.0,150.0,53.0
835b1552b7be3350d697503504211aa4.jpg,Lung Opacity,826.0,340.0,112.0,55.0
835b1552b7be3350d697503504211aa4.jpg,Nodule/Mass,826.0,340.0,112.0,55.0
835b1552b7be3350d697503504211aa4.jpg,Lung Opacity,279.0,240.0,215.0,235.0
835b1552b7be3350d697503504211aa4.jpg,Lung Opacity,289.0,255.0,199.0,203.0
835b1552b7be3350d697503504211aa4.jpg,Pleural effusion,207.0,160.0,319.0,466.0
835b1552b7be3350d697503504211aa4.jpg,Pleural effusion,170.0,172.0,338.0,477.0
afa4de6570c31504ba4b77978377ccc9.jpg,Pneumothorax,241.0,163.0,235.0,422.0
afa4de6570c31504ba4b77978377ccc9.jpg,Pneumothorax,233.0,156.0,237.0,469.0
afa4de6570c31504ba4b77978377ccc9.jpg,Aortic enlargement,546.0,264.0,85.0,116.0
afa4de6570c31504ba4b77978377ccc9.jpg,Pneumothorax,235.0,154.0,253.0,487.0
a9d62204bf898b94d63107c6f51893ca.jpg,Cardiomegaly,431.0,692.0,389.0,125.0
a9d62204bf898b94d63107c6f51893ca.jpg,Aortic enlargement,567.0,372.0,102.0,94.0
a9d62204bf898b94d63107c6f51893ca.jpg,Aortic enlargement,563.0,365.0,109.0,114.0
a9d62204bf898b94d63107c6f51893ca.jpg,Aortic enlargement,561.0,366.0,106.0,149.0
a9d62204bf898b94d63107c6f51893ca.jpg,Cardiomegaly,431.0,673.0,400.0,117.0
9b12521fa480b7872a66995a796f03e5.jpg,Cardiomegaly,404.0,422.0,325.0,111.0
9b12521fa480b7872a66995a796f03e5.jpg,Nodule/Mass,224.0,363.0,134.0,136.0
9b12521fa480b7872a66995a796f03e5.jpg,Lung Opacity,223.0,358.0,133.0,132.0
9b12521fa480b7872a66995a796f03e5.jpg,Nodule/Mass,223.0,358.0,133.0,132.0
9b12521fa480b7872a66995a796f03e5.jpg,Nodule/Mass,208.0,353.0,154.0,152.0
9b12521fa480b7872a66995a796f03e5.jpg,Cardiomegaly,393.0,438.0,346.0,102.0
9b12521fa480b7872a66995a796f03e5.jpg,Lung Opacity,208.0,353.0,154.0,152.0
9b12521fa480b7872a66995a796f03e5.jpg,Cardiomegaly,403.0,420.0,316.0,109.0
f9dda1a40ac162af4e9fbc6027ed5375.jpg,Aortic enlargement,498.0,273.0,101.0,109.0
f9dda1a40ac162af4e9fbc6027ed5375.jpg,Cardiomegaly,294.0,479.0,480.0,144.0
f9dda1a40ac162af4e9fbc6027ed5375.jpg,Aortic enlargement,444.0,266.0,142.0,133.0
f9dda1a40ac162af4e9fbc6027ed5375.jpg,Cardiomegaly,320.0,475.0,449.0,121.0
f9dda1a40ac162af4e9fbc6027ed5375.jpg,Cardiomegaly,325.0,469.0,435.0,148.0
f9dda1a40ac162af4e9fbc6027ed5375.jpg,Aortic enlargement,490.0,275.0,109.0,118.0
2bec7ab41bfb8b797483fb5af80ace2e.jpg,Cardiomegaly,401.0,660.0,497.0,182.0
2bec7ab41bfb8b797483fb5af80ace2e.jpg,Aortic enlargement,552.0,318.0,108.0,174.0
2bec7ab41bfb8b797483fb5af80ace2e.jpg,Aortic enlargement,561.0,308.0,98.0,192.0
2bec7ab41bfb8b797483fb5af80ace2e.jpg,Cardiomegaly,401.0,614.0,495.0,225.0
2bec7ab41bfb8b797483fb5af80ace2e.jpg,Cardiomegaly,410.0,581.0,482.0,263.0
2bec7ab41bfb8b797483fb5af80ace2e.jpg,Aortic enlargement,570.0,312.0,87.0,98.0
ca51a918dfb1408e97204c7dbf8a6f39.jpg,Lung Opacity,252.0,298.0,48.0,34.0
ca51a918dfb1408e97204c7dbf8a6f39.jpg,Lung Opacity,252.0,293.0,54.0,37.0
ca51a918dfb1408e97204c7dbf8a6f39.jpg,Pulmonary fibrosis,253.0,286.0,56.0,52.0
656744b811b1f0e3c65dd457b3cd8cd9.jpg,Cardiomegaly,368.0,490.0,483.0,149.0
656744b811b1f0e3c65dd457b3cd8cd9.jpg,Cardiomegaly,383.0,473.0,450.0,164.0
656744b811b1f0e3c65dd457b3cd8cd9.jpg,Aortic enlargement,549.0,292.0,101.0,102.0
656744b811b1f0e3c65dd457b3cd8cd9.jpg,Cardiomegaly,367.0,504.0,482.0,136.0
656744b811b1f0e3c65dd457b3cd8cd9.jpg,Aortic enlargement,540.0,283.0,115.0,86.0
1280dc55c1ff852024be232c2942e3fd.jpg,Pleural thickening,82.0,671.0,51.0,55.0
1280dc55c1ff852024be232c2942e3fd.jpg,Pleural effusion,90.0,667.0,50.0,71.0
1280dc55c1ff852024be232c2942e3fd.jpg,Pleural effusion,82.0,671.0,51.0,55.0
1280dc55c1ff852024be232c2942e3fd.jpg,Aortic enlargement,519.0,231.0,105.0,93.0
1280dc55c1ff852024be232c2942e3fd.jpg,ILD,135.0,214.0,243.0,412.0
1280dc55c1ff852024be232c2942e3fd.jpg,Pleural thickening,90.0,667.0,50.0,71.0
1280dc55c1ff852024be232c2942e3fd.jpg,Aortic enlargement,516.0,229.0,112.0,126.0
1280dc55c1ff852024be232c2942e3fd.jpg,Aortic enlargement,523.0,233.0,104.0,114.0
1280dc55c1ff852024be232c2942e3fd.jpg,ILD,725.0,475.0,171.0,158.0
1280dc55c1ff852024be232c2942e3fd.jpg,ILD,676.0,243.0,249.0,432.0
454d4b20bb55eb38f90fd51706531b9e.jpg,Aortic enlargement,550.0,274.0,124.0,105.0
454d4b20bb55eb38f90fd51706531b9e.jpg,Nodule/Mass,233.0,626.0,57.0,59.0
454d4b20bb55eb38f90fd51706531b9e.jpg,Nodule/Mass,231.0,622.0,60.0,66.0
454d4b20bb55eb38f90fd51706531b9e.jpg,Nodule/Mass,232.0,629.0,55.0,49.0
454d4b20bb55eb38f90fd51706531b9e.jpg,Aortic enlargement,556.0,274.0,114.0,138.0
454d4b20bb55eb38f90fd51706531b9e.jpg,Aortic enlargement,548.0,276.0,124.0,124.0
454d4b20bb55eb38f90fd51706531b9e.jpg,Lung Opacity,289.0,140.0,95.0,91.0
eb72e2bb09327ca57b150dab46677e1f.jpg,Lung Opacity,162.0,509.0,205.0,248.0
eb72e2bb09327ca57b150dab46677e1f.jpg,ILD,162.0,509.0,205.0,248.0
eb72e2bb09327ca57b150dab46677e1f.jpg,Pulmonary fibrosis,162.0,509.0,205.0,248.0
eb72e2bb09327ca57b150dab46677e1f.jpg,Infiltration,167.0,507.0,176.0,252.0
eb72e2bb09327ca57b150dab46677e1f.jpg,Aortic enlargement,512.0,313.0,113.0,128.0
eb72e2bb09327ca57b150dab46677e1f.jpg,Cardiomegaly,394.0,642.0,361.0,162.0
eb72e2bb09327ca57b150dab46677e1f.jpg,Infiltration,162.0,509.0,194.0,238.0
eb72e2bb09327ca57b150dab46677e1f.jpg,Lung Opacity,162.0,509.0,194.0,238.0
9f29889356a03cac6cdb9601b37b3918.jpg,Aortic enlargement,484.0,272.0,130.0,116.0
9f29889356a03cac6cdb9601b37b3918.jpg,Aortic enlargement,489.0,276.0,122.0,130.0
9f29889356a03cac6cdb9601b37b3918.jpg,Aortic enlargement,490.0,276.0,126.0,98.0
5f4eff3b76151906fe87be784d191a1f.jpg,Aortic enlargement,347.0,287.0,217.0,186.0
5f4eff3b76151906fe87be784d191a1f.jpg,Aortic enlargement,474.0,283.0,90.0,75.0
5f4eff3b76151906fe87be784d191a1f.jpg,Pleural thickening,232.0,169.0,88.0,37.0
5f4eff3b76151906fe87be784d191a1f.jpg,Cardiomegaly,307.0,564.0,409.0,82.0
5f4eff3b76151906fe87be784d191a1f.jpg,Aortic enlargement,474.0,288.0,94.0,107.0
